Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
C Vollmer,LF,685,2021,283,508,77,10,69,339,243,328,7,6,0.251,0.335,0.402,0.737
C Smith,3B,771,2484,228,594,83,18,69,281,130,565,7,12,0.239,0.279,0.37,0.649
R Fick,1B,846,2373,287,613,116,12,69,324,235,386,6,9,0.258,0.328,0.405,0.733
B Falk,LF,1354,4652,657,1463,300,59,69,784,412,279,47,49,0.314,0.372,0.449,0.821
J Ellis,1B,883,2672,259,699,116,13,69,391,190,403,6,10,0.262,0.312,0.392,0.704
R Rolfe,3B,1175,4827,942,1394,257,67,69,497,526,335,44,20,0.289,0.36,0.413,0.773
M Bellhorn,2B,731,2107,324,484,113,13,69,246,346,723,30,13,0.23,0.341,0.394,0.735
R Healy,1B,405,1514,177,395,80,0,69,214,75,357,0,1,0.261,0.298,0.45,0.748
T Lepcio,2B,729,2092,233,512,91,11,69,251,209,471,11,15,0.245,0.318,0.398,0.716
D Sveum,SS,862,2526,305,597,125,13,69,340,227,656,10,18,0.236,0.298,0.378,0.676
M Lamb,3B,975,2706,382,746,132,19,69,349,226,409,7,10,0.276,0.332,0.415,0.747
J Reilly,1B,1142,4684,898,1352,215,139,69,740,157,156,245,--,0.289,0.325,0.438,0.763
B Bichette,SS,396,1625,264,484,101,3,69,240,101,370,46,14,0.298,0.341,0.491,0.832
G Van Haltren,CF,245,8021,1639,2539,285,161,69,1014,868,305,583,--,0.317,0.386,0.417,0.803
K Kelly,RF,1455,5894,1357,1813,359,102,69,950,549,418,368,--,0.308,0.368,0.438,0.806
T Long,CF,890,3068,428,824,166,21,69,376,227,460,27,15,0.269,0.318,0.404,0.722
J Greengrass,LF,504,1793,243,482,82,16,69,282,165,271,6,9,0.269,0.33,0.448,0.778
P Borders,C,1099,3282,289,831,168,12,69,346,155,557,9,14,0.253,0.288,0.375,0.663
S Henderson,LF,1085,3484,459,976,162,49,68,428,386,677,79,58,0.28,0.352,0.413,0.765
M Scioscia,C,1441,4373,398,1131,198,12,68,446,567,307,29,24,0.259,0.344,0.356,0.7
E Roush,CF,1748,7363,1099,2376,339,182,68,981,484,260,268,92,0.323,0.369,0.446,0.815
N Ahmed,SS,819,2707,331,638,145,23,68,305,203,578,36,21,0.236,0.29,0.382,0.672
G Wood,LF,1280,5371,965,1467,228,132,68,601,418,547,113,--,0.273,0.329,0.403,0.732
A Shamsky,RF,665,1686,194,426,60,15,68,233,188,254,5,7,0.253,0.33,0.427,0.757
L Gurriel Jr.,LF,472,1740,225,495,101,5,68,254,106,382,14,14,0.284,0.328,0.466,0.794
K Reitz,3B,1344,4777,366,1243,243,12,68,548,184,518,10,14,0.26,0.29,0.359,0.649
R McMillan,SS,2093,6752,739,1639,253,35,68,594,665,711,41,36,0.243,0.314,0.321,0.635
L Boudreau,SS,1646,6029,861,1779,385,66,68,789,796,309,51,50,0.295,0.38,0.415,0.795
M Shannon,3B,882,2780,313,710,116,23,68,367,224,525,19,17,0.255,0.311,0.387,0.698
J Blanchard,C,516,1193,137,285,36,2,67,200,136,163,2,0,0.239,0.317,0.441,0.758
D Ruf,1B,562,1420,195,340,66,3,67,202,172,444,6,1,0.239,0.329,0.432,0.761
M Wilson,OF,1403,5094,731,1397,227,71,67,438,282,866,327,98,0.274,0.314,0.386,0.7
B Tuttle,OF,1270,4268,578,1105,149,47,67,443,480,416,38,44,0.259,0.334,0.363,0.697
J Russell,LF,1035,3595,556,959,175,51,67,428,503,427,59,0,0.267,0.36,0.4,0.76
M Matheny,C,1305,3877,353,925,190,9,67,443,266,795,8,14,0.239,0.293,0.344,0.637
P Munoz,RF,517,1708,203,467,75,8,67,252,100,418,11,10,0.273,0.315,0.444,0.759
B Schneider,C,1048,3165,284,781,167,9,67,387,331,526,4,8,0.247,0.32,0.369,0.689
B Hamelin,DH,497,1272,179,313,70,3,67,209,206,293,11,8,0.246,0.352,0.464,0.816
B Hunter,1B,699,1555,187,364,90,7,67,259,141,335,4,9,0.234,0.298,0.43,0.728
R Castro,C,567,1426,155,338,66,0,67,217,151,375,2,0,0.237,0.31,0.424,0.734
M Teahen,3B,831,2873,388,759,163,26,67,332,259,679,45,17,0.264,0.327,0.409,0.736
F Robinson,RF,1011,3284,458,929,140,36,67,426,408,282,42,21,0.283,0.365,0.409,0.774
C McGehee,3B,850,2798,285,721,141,6,67,380,249,517,7,10,0.258,0.317,0.384,0.701
E McKean,SS,1654,6890,1227,2083,272,158,67,1124,635,158,323,--,0.302,0.364,0.417,0.781
D Vogelbach,DH,471,1314,176,286,51,1,67,190,246,396,0,0,0.218,0.343,0.411,0.754
F Clarke,LF,1373,8568,1619,2672,361,220,67,1015,874,135,506,--,0.312,0.386,0.429,0.815
K Garcia,RF,488,1463,180,352,44,13,66,212,81,330,10,13,0.241,0.279,0.424,0.703
D Bissonette,1B,604,2291,359,699,117,50,66,391,233,269,17,--,0.305,0.371,0.486,0.857
A Eaton,CF,915,3439,566,950,167,46,66,319,346,679,87,32,0.276,0.354,0.409,0.763
D Mientkiewicz,1B,1087,3312,422,899,221,11,66,405,438,472,14,15,0.271,0.36,0.405,0.765
J Candelario,3B,609,2193,284,526,127,13,66,248,239,590,7,5,0.24,0.322,0.4,0.722
T Benzinger,1B,924,2856,316,733,135,18,66,376,181,552,21,29,0.257,0.301,0.386,0.687
J Mercer,2B,950,3104,330,796,173,15,66,308,246,589,13,11,0.256,0.315,0.386,0.701
L Bell,3B,896,3239,404,938,184,49,66,509,276,322,25,5,0.29,0.346,0.438,0.784
E Marrero,C,724,1906,262,463,99,12,66,261,168,372,56,11,0.243,0.303,0.411,0.714
D Dietz,C,646,1829,226,478,89,6,66,301,381,402,4,6,0.261,0.39,0.425,0.815
M Rettenmund,RF,1023,2555,393,693,114,16,66,329,445,382,68,28,0.271,0.381,0.406,0.787
D Viciedo,LF,483,1675,200,425,73,7,66,211,95,388,2,3,0.254,0.298,0.424,0.722
B Cox,3B,1058,3712,470,974,174,32,66,351,298,218,42,21,0.262,0.318,0.38,0.698
A Hedges,C,608,1819,174,343,55,2,66,207,126,556,12,3,0.189,0.247,0.33,0.577
L Walls,RF,902,2558,331,670,88,31,66,284,245,470,21,18,0.262,0.329,0.398,0.727
S White,C,1043,3502,324,916,167,20,66,421,218,381,14,15,0.262,0.305,0.377,0.682
D Cater,1B,1289,4451,491,1229,191,29,66,519,254,406,26,30,0.276,0.316,0.377,0.693
M Andrews,2B,893,3116,441,803,140,4,66,316,458,390,18,25,0.258,0.353,0.369,0.722
K Stinnett,C,734,2033,228,476,91,4,65,230,196,567,10,5,0.234,0.313,0.379,0.692
J Gilliam,2B,1956,7119,1163,1889,304,71,65,558,1036,416,203,111,0.265,0.36,0.355,0.715
R Johnson,LF,1320,3630,518,1014,215,23,65,408,181,728,41,29,0.279,0.335,0.405,0.74
A Jackson,CF,1115,4200,621,1145,218,53,65,381,374,1120,114,45,0.273,0.333,0.396,0.729
J Vosmik,OF,1413,5472,818,1682,335,92,65,874,514,272,23,24,0.307,0.369,0.438,0.807
P Fox,RF,1461,5636,895,1678,314,75,65,694,392,471,158,81,0.298,0.347,0.415,0.762
J Hermida,RF,632,2012,248,517,104,9,65,250,216,517,22,8,0.257,0.334,0.415,0.749
O Burns,RF,1187,4637,869,1389,224,129,65,832,464,182,263,--,0.3,0.368,0.446,0.814
D Mueller,RF,1245,4364,499,1292,139,37,65,520,167,146,11,8,0.296,0.322,0.39,0.712
C Spikes,OF,670,2039,240,502,72,12,65,256,154,388,27,25,0.246,0.304,0.389,0.693
J Kelley,LF,739,7006,1421,2220,358,194,65,1194,911,163,443,--,0.317,0.402,0.451,0.853
I Noren,CF,1093,3119,443,857,157,35,65,453,335,350,34,24,0.275,0.348,0.41,0.758
T Grieve,LF,671,1907,209,474,76,10,65,254,135,424,7,7,0.249,0.301,0.401,0.702
B Wynegar,C,1301,4330,498,1102,176,15,65,506,626,428,10,13,0.255,0.348,0.347,0.695
M Sanguillen,C,1448,5062,566,1500,205,57,65,585,223,331,36,38,0.296,0.326,0.398,0.724
B Holliday,CF,928,3648,728,1135,162,71,65,617,359,211,248,--,0.311,0.376,0.448,0.824
J Collins,3B,956,6795,1055,1999,352,116,65,983,426,32,194,--,0.294,0.343,0.409,0.752
J Lahoud,RF,791,1925,239,429,68,12,65,218,309,340,20,20,0.223,0.334,0.372,0.706
L Clinton,RF,691,2153,270,532,112,31,65,269,188,418,12,7,0.247,0.308,0.418,0.726
M Anderson,2B,1151,3204,392,849,174,20,63,371,227,471,71,24,0.265,0.314,0.391,0.705
D Norris,C,610,1967,242,453,98,4,63,247,195,541,26,6,0.23,0.304,0.38,0.684
B Kennedy,RF,1485,4624,514,1176,196,41,63,514,364,443,45,50,0.254,0.309,0.355,0.664
C Johnson,3B,839,2811,256,773,154,10,63,339,144,753,18,4,0.275,0.313,0.404,0.717
R Ledee,LF,855,2030,290,494,120,17,63,318,244,495,29,15,0.243,0.325,0.412,0.737
T Houston,3B,700,1805,197,479,84,6,63,253,119,408,10,6,0.265,0.312,0.423,0.735
T Leach,CF,1996,7959,1355,2143,266,172,63,810,820,278,361,14,0.269,0.34,0.37,0.71
L Moss,C,824,2234,210,552,75,4,63,276,282,316,1,5,0.247,0.333,0.369,0.702
J Marisnick,CF,831,1977,277,451,93,13,63,213,116,650,79,29,0.228,0.281,0.384,0.665
M Nieves,RF,458,1228,163,284,53,6,63,187,136,483,4,12,0.231,0.314,0.438,0.752
J Newman,C,735,2123,189,475,85,4,63,233,116,369,7,12,0.224,0.264,0.357,0.621
R Laureano,RF,410,1469,226,368,89,4,63,185,121,438,45,15,0.251,0.324,0.445,0.769
C Pinder,LF,553,1603,204,388,89,3,62,197,103,475,5,4,0.242,0.294,0.417,0.711
E Hendricks,C,711,1888,205,415,66,7,62,230,229,319,1,5,0.22,0.306,0.361,0.667
G Urshela,SS,605,1992,249,549,106,6,62,258,133,410,4,2,0.276,0.322,0.428,0.75
T Puhl,RF,1530,4855,676,1361,226,56,62,435,505,507,217,99,0.28,0.349,0.388,0.737
C Heisey,LF,697,1594,218,380,69,12,62,178,110,414,25,10,0.238,0.296,0.413,0.709
D Brown,C,636,1866,175,455,62,3,62,223,119,356,7,6,0.244,0.291,0.38,0.671
D Revering,1B,557,1832,205,486,83,16,62,234,148,240,2,10,0.265,0.318,0.43,0.748
D Bautista,RF,895,2517,317,685,121,19,62,319,149,409,37,16,0.272,0.315,0.409,0.724
R Davis,CF,1448,4244,637,1111,226,43,62,387,267,844,415,108,0.262,0.311,0.379,0.69
S Horn,DH,389,1040,132,250,49,1,62,179,132,323,0,1,0.24,0.328,0.468,0.796
K Abbott,SS,702,2044,273,523,109,23,62,242,133,571,22,11,0.256,0.305,0.423,0.728
B Crosby,SS,747,2559,329,605,146,8,62,276,241,516,34,13,0.236,0.304,0.372,0.676
B Phillips,3B,1062,3278,348,835,135,8,62,356,182,314,25,11,0.255,0.297,0.358,0.655
C Guzman,SS,1406,5382,727,1459,238,89,62,467,265,783,125,68,0.271,0.307,0.383,0.69
D Clark,RF,905,1964,248,518,81,8,62,284,222,451,19,12,0.264,0.338,0.408,0.746
D Lyons,3B,1121,4294,932,1333,244,69,62,755,621,213,224,--,0.31,0.407,0.443,0.85
J Bloodworth,2B,1002,3519,347,874,160,20,62,451,202,407,19,22,0.248,0.292,0.358,0.65
S Schebler,OF,394,1262,174,299,61,4,61,167,114,340,13,11,0.237,0.314,0.437,0.751
B Johnson,3B,964,3253,419,882,141,33,61,487,347,290,13,11,0.271,0.346,0.391,0.737
W Garrett,3B,1092,3285,438,786,107,22,61,340,561,529,38,30,0.239,0.35,0.341,0.691
G Thomasson,CF,900,2373,315,591,103,25,61,294,291,463,50,16,0.249,0.33,0.391,0.721
J Wilson,SS,1370,4890,565,1294,243,34,61,426,270,619,43,32,0.265,0.306,0.366,0.672
D Alexander,1B,662,2450,369,811,164,30,61,459,248,197,20,28,0.331,0.394,0.497,0.891
L Frey,2B,1535,5517,848,1482,263,69,61,549,752,525,105,0,0.269,0.359,0.374,0.733
M Trillo,2B,1780,5950,598,1562,239,33,61,571,452,742,56,57,0.263,0.316,0.345,0.661
A Zarilla,OF,1120,3535,507,975,186,43,61,456,415,382,33,33,0.276,0.357,0.405,0.762
M Rivers,CF,1468,5629,785,1660,247,71,61,499,265,471,267,90,0.295,0.327,0.397,0.724
R Fosse,C,924,2957,299,758,117,13,61,324,203,363,15,19,0.256,0.306,0.367,0.673
J Priddy,2B,1296,4720,612,1252,232,46,61,541,624,639,44,44,0.265,0.353,0.373,0.726
I Stewart,3B,511,1489,202,341,68,13,61,211,170,473,17,12,0.229,0.315,0.415,0.73
R Smalley,SS,872,2644,277,601,103,33,61,305,257,541,4,0,0.227,0.3,0.36,0.66
B Schroeder,C,376,1262,153,303,49,1,61,152,58,343,6,5,0.24,0.281,0.426,0.707
J Rizzo,LF,557,1842,268,497,90,16,61,289,200,197,7,--,0.27,0.345,0.435,0.78
J Lane,P,500,1211,165,292,64,7,61,189,123,258,10,6,0.241,0.314,0.457,0.771
D Lenhardt,LF,481,1481,192,401,64,9,61,239,214,235,6,7,0.271,0.365,0.45,0.815
J Choi,1B,488,1468,178,350,88,3,61,225,231,444,6,7,0.238,0.344,0.427,0.771
W Cromartie,LF,1107,3927,459,1104,229,32,61,391,325,403,50,37,0.281,0.336,0.402,0.738
J Reed,C,1234,3101,311,774,144,10,61,323,391,566,7,9,0.25,0.334,0.361,0.695
A Robinson,C,610,1839,208,478,74,11,61,272,337,194,0,6,0.26,0.375,0.412,0.787
G Sanchez,1B,700,1998,236,508,126,4,61,266,225,368,12,1,0.254,0.332,0.413,0.745
S Hogan,C,989,3180,288,939,146,12,61,474,220,188,6,2,0.295,0.348,0.406,0.754
E Bouchee,1B,670,2199,298,583,114,21,61,290,340,401,5,8,0.265,0.368,0.419,0.787
D Nicholson,LF,539,1419,184,301,32,12,61,179,219,573,6,10,0.212,0.318,0.381,0.699
T Naquin,LF,557,1660,226,439,97,12,61,237,117,468,20,13,0.264,0.318,0.448,0.766
R Mountcastle,1B,327,1228,153,321,57,2,61,200,97,349,8,5,0.261,0.316,0.46,0.776
B Nash,3B,1549,5849,1072,1606,266,87,60,977,803,384,265,--,0.275,0.366,0.381,0.747
H Anderson,LF,484,1586,199,419,82,16,60,242,159,291,3,6,0.264,0.334,0.45,0.784
C Stengel,RF,1277,4288,575,1219,182,89,60,535,437,453,131,43,0.284,0.356,0.41,0.766
E Cabell,3B,1688,5952,753,1647,263,56,60,596,259,691,238,124,0.277,0.308,0.37,0.678
E Brinkman,SS,1846,6045,550,1355,201,38,60,461,444,845,30,35,0.224,0.28,0.3,0.58
J Groth,CF,1248,3808,480,1064,197,31,60,486,419,329,19,42,0.279,0.352,0.395,0.747
R Wrightstone,3B,930,2992,427,889,152,34,60,425,215,152,35,20,0.297,0.349,0.431,0.78
A Russell,2B,615,1987,256,480,100,9,60,253,186,532,17,5,0.242,0.312,0.392,0.704
B Aspromonte,2B,1324,4369,386,1103,135,26,60,457,333,459,19,24,0.252,0.308,0.336,0.644
M LeCroy,C,476,1388,146,361,68,1,60,218,123,332,0,4,0.26,0.326,0.44,0.766
M Aviles,SS,915,3009,380,786,139,13,60,306,141,424,78,31,0.261,0.295,0.376,0.671
C Gomez,SS,1515,4604,517,1206,234,18,60,486,408,750,35,33,0.262,0.325,0.36,0.685
R Baldelli,CF,519,1910,281,531,99,18,60,262,102,388,60,16,0.278,0.323,0.443,0.766
F Merkle,1B,1645,5782,720,1580,290,82,60,733,454,583,272,20,0.273,0.331,0.383,0.714
J Michaels,LF,1031,2332,332,613,140,10,59,299,243,496,22,18,0.263,0.335,0.407,0.742
C Hickman,1B,921,3982,478,1176,217,91,59,614,153,--,72,0.771,0.295,0.331,0.44,
G Perry,1B,1193,3144,383,832,150,11,59,396,328,374,142,75,0.265,0.333,0.376,0.709
D Glanville,CF,1115,3964,553,1100,166,32,59,333,208,502,168,36,0.277,0.315,0.38,0.695
J Gerut,RF,574,1804,246,472,107,13,59,226,159,261,30,19,0.262,0.325,0.433,0.758
D Kokos,RF,475,1558,239,410,82,9,59,223,242,252,15,21,0.263,0.365,0.441,0.806
C Wilson,OF,1280,4624,520,1246,157,114,59,571,241,407,98,15,0.269,0.311,0.391,0.702
A Craig,1B,534,1831,239,506,107,3,59,296,143,394,11,3,0.276,0.333,0.435,0.768
W Schang,C,1841,5307,768,1506,264,90,59,710,849,573,121,49,0.284,0.393,0.401,0.794
P Martin,3B,1189,4117,756,1227,270,75,59,501,369,438,146,--,0.298,0.358,0.443,0.801
E Brown,LF,739,2249,296,581,112,12,59,326,197,468,52,14,0.258,0.323,0.398,0.721
R LeFlore,CF,1099,4458,731,1283,172,57,59,353,363,888,455,142,0.288,0.342,0.392,0.734
S Spencer,LF,538,1671,208,438,84,8,59,242,152,357,13,11,0.262,0.326,0.428,0.754
B Sudakis,3B,530,1548,177,362,56,7,59,214,172,313,9,6,0.234,0.311,0.393,0.704
A Phillips,CF,649,1875,270,463,86,21,59,173,251,485,82,44,0.247,0.343,0.41,0.753
R Cerone,C,1329,4069,393,998,190,15,59,436,320,450,6,22,0.245,0.301,0.343,0.644
P Wisdom,3B,285,892,135,194,43,0,59,140,93,372,14,6,0.217,0.301,0.464,0.765
H Zimmerman,3B,1459,5304,695,1566,275,105,58,796,242,404,175,33,0.295,0.331,0.419,0.75
D Mesoraco,C,468,1402,152,325,66,2,58,192,138,316,4,7,0.232,0.309,0.406,0.715
D Mirabelli,C,566,1456,162,337,78,2,58,206,165,415,3,0,0.231,0.317,0.407,0.724
H Smith,C,879,2682,269,715,148,10,58,323,196,361,7,10,0.267,0.317,0.394,0.711
J Foy,3B,716,2484,355,615,102,16,58,291,390,405,99,48,0.248,0.351,0.372,0.723
E N??ez,SS,858,2813,353,776,148,19,58,309,135,400,142,38,0.276,0.31,0.404,0.714
K Berry,CF,1384,4136,422,1053,150,23,58,343,298,569,45,46,0.255,0.308,0.344,0.652
B Martinez,C,1049,2743,245,618,128,10,58,321,230,419,5,10,0.225,0.284,0.343,0.627
W Wilmot,OF,960,3981,725,1098,152,92,58,594,349,222,381,--,0.276,0.337,0.404,0.741
G Moore,RF,1042,3543,497,958,179,53,58,436,317,401,31,10,0.27,0.333,0.4,0.733
J Wyrostek,OF,1221,4240,526,1149,209,45,58,481,482,437,33,13,0.271,0.349,0.383,0.732
A Garc?a,RF,332,1220,171,299,61,7,58,195,74,392,41,11,0.245,0.292,0.449,0.741
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
C Jones,LF,881,3687,728,1101,170,98,56,542,237,124,19,0,0.299,0.347,0.443,0.79
D Wakefield,LF,638,2132,334,625,102,29,56,315,360,270,10,17,0.293,0.396,0.447,0.843
E Webb,RF,651,2161,326,661,155,25,56,333,260,202,8,4,0.306,0.381,0.478,0.859
B Knoop,2B,1153,3622,337,856,129,29,56,331,305,833,16,17,0.236,0.296,0.334,0.63
R Jackson,1B,926,2986,356,774,165,22,56,342,213,329,23,27,0.259,0.314,0.385,0.699
R N??ez,3B,307,1055,137,258,51,0,56,154,82,296,1,1,0.245,0.308,0.452,0.76
M Mieske,RF,663,1547,225,406,78,10,56,226,124,313,7,16,0.262,0.318,0.434,0.752
D Schofield,SS,1368,4299,505,989,137,32,56,353,446,684,120,41,0.23,0.308,0.316,0.624
R Church,RF,654,1894,251,500,134,7,56,267,188,459,21,10,0.264,0.336,0.431,0.767
N Lowe,1B,388,1382,186,385,61,6,56,181,151,389,11,2,0.279,0.352,0.453,0.805
R Mueller,C,986,2911,281,733,123,23,56,373,250,322,14,0,0.252,0.314,0.368,0.682
R Hudler,2B,774,1767,261,461,96,10,56,169,77,325,106,43,0.261,0.296,0.422,0.718
R Manning,CF,1555,5248,664,1349,189,43,56,458,471,616,168,78,0.257,0.317,0.341,0.658
N Reimold,LF,480,1378,179,339,61,7,56,174,150,356,18,7,0.246,0.323,0.422,0.745
J Daubert,1B,2014,7673,1116,2326,250,165,56,722,623,489,251,78,0.303,0.36,0.401,0.761
Y Torrealba,C,907,2875,306,737,162,12,56,339,222,544,19,17,0.256,0.315,0.379,0.694
T Lampkin,C,777,1796,224,422,78,8,56,236,193,286,23,17,0.235,0.319,0.381,0.7
J Mayberry,CF,574,1386,172,326,83,3,56,180,119,351,15,7,0.235,0.299,0.421,0.72
B Bonnell,LF,976,3068,363,833,143,24,56,355,229,387,64,39,0.272,0.323,0.389,0.712
J Sheckard,OF,1771,7605,1296,2084,354,136,56,813,1135,233,465,--,0.274,0.375,0.378,0.753
C O'Brien,C,800,2232,216,493,119,4,56,261,209,354,1,10,0.221,0.303,0.353,0.656
P Hines,CF,1481,6253,1083,1881,368,84,56,751,366,304,153,--,0.301,0.343,0.413,0.756
C Carrasquel,SS,1325,4644,568,1199,172,25,55,474,491,467,31,28,0.258,0.333,0.342,0.675
G Alexander,C,432,1276,169,293,45,11,55,202,154,381,8,12,0.23,0.311,0.411,0.722
H Perry,3B,529,1696,241,461,102,6,55,246,128,291,12,8,0.272,0.335,0.436,0.771
V Saier,1B,865,2948,455,775,143,61,55,395,378,369,121,26,0.263,0.351,0.409,0.76
D Jennings,CF,567,2076,311,508,99,22,55,191,219,481,95,27,0.245,0.322,0.393,0.715
R Garko,1B,463,1552,190,427,75,3,55,250,125,272,0,1,0.275,0.347,0.434,0.781
J Felix,RF,585,2132,309,562,105,24,55,280,158,509,49,40,0.264,0.317,0.413,0.73
C Bennett,C,1062,3821,549,978,203,67,55,533,478,572,42,--,0.256,0.34,0.387,0.727
R P?rez,C,514,1514,165,314,57,4,55,193,191,525,2,1,0.207,0.298,0.359,0.657
D Sisler,1B,800,2606,302,720,118,28,55,360,226,253,6,3,0.276,0.336,0.406,0.742
C Dalrymple,C,1079,3042,243,710,98,23,55,327,387,403,3,13,0.233,0.322,0.335,0.657
C Widger,C,613,1826,180,435,104,7,55,222,141,384,10,9,0.238,0.296,0.393,0.689
G Alley,SS,1195,3927,442,999,140,44,55,342,300,622,63,30,0.254,0.31,0.354,0.664
C Duncan,RF,389,1147,164,295,55,5,55,175,160,316,4,3,0.257,0.348,0.458,0.806
C V?zquez,C,735,2440,283,640,127,5,55,276,163,475,28,16,0.262,0.31,0.386,0.696
R Jordan,1B,677,2104,261,592,116,10,55,304,77,303,10,6,0.281,0.308,0.424,0.732
J Jaso,C,808,2224,295,573,143,12,55,281,319,412,16,10,0.258,0.356,0.407,0.763
C Castillo,RF,631,1519,190,383,71,8,55,197,90,291,15,11,0.252,0.298,0.418,0.716
C Mullins,CF,433,1597,230,421,82,14,55,157,137,340,77,23,0.264,0.329,0.436,0.765
J Baker,2B,748,1793,244,474,108,15,54,235,139,472,14,1,0.264,0.318,0.432,0.75
C Kreuter,C,944,2505,289,593,123,8,54,274,361,593,5,7,0.237,0.335,0.357,0.692
B Hatcher,LF,1233,4339,586,1146,210,30,54,399,267,476,218,87,0.264,0.312,0.364,0.676
D Bergman,1B,1349,2679,312,690,100,16,54,289,380,347,19,14,0.258,0.348,0.367,0.715
B Butler,CF,2213,8180,1359,2375,277,131,54,578,1129,907,558,257,0.29,0.377,0.376,0.753
J Jackson,LF,1332,4981,872,1772,307,168,54,785,519,158,202,61,0.356,0.423,0.517,0.94
D Brown,LF,493,1591,188,391,73,9,54,229,138,317,23,7,0.246,0.305,0.405,0.71
D Rhodes,LF,576,1172,146,296,44,10,54,207,131,196,3,2,0.253,0.328,0.445,0.773
M Benard,CF,891,2630,441,714,138,21,54,260,265,454,105,43,0.271,0.343,0.402,0.745
A Bumbry,CF,1496,5053,778,1422,220,52,54,402,471,709,254,92,0.281,0.343,0.378,0.721
D Buford,CF,699,1853,280,448,86,9,54,218,173,430,56,35,0.242,0.311,0.385,0.696
M Davidson,3B,311,1003,109,221,46,1,54,157,88,381,0,3,0.22,0.29,0.43,0.72
R Mejias,RF,627,1768,212,449,57,12,54,202,89,238,22,12,0.254,0.294,0.391,0.685
S Sax,2B,1769,6940,913,1949,278,47,54,550,556,584,444,178,0.281,0.335,0.358,0.693
C Summers,RF,698,1371,199,350,63,4,54,218,188,244,15,13,0.255,0.35,0.425,0.775
J Walsh,1B,328,1131,136,283,61,6,54,173,86,340,4,2,0.25,0.308,0.458,0.766
W Randolph,2B,2202,8018,1239,2210,316,65,54,687,1243,675,271,94,0.276,0.373,0.351,0.724
F Jose,RF,747,2527,322,708,135,14,54,324,203,507,102,57,0.28,0.334,0.409,0.743
T Snider,LF,630,1783,214,435,100,7,54,212,167,492,22,11,0.244,0.311,0.399,0.71
B Phelps,C,726,2117,239,657,143,19,54,345,160,157,9,0,0.31,0.362,0.472,0.834
A Rosario,SS,701,2684,350,735,114,35,54,277,123,561,82,29,0.274,0.308,0.403,0.711
C Rojas,2B,1822,6309,714,1660,254,25,54,593,396,489,74,68,0.263,0.306,0.337,0.643
O Arcia,SS,645,2023,219,492,81,7,53,224,152,446,40,16,0.243,0.296,0.369,0.665
M Hegan,1B,966,2080,281,504,73,18,53,229,311,488,28,21,0.242,0.341,0.371,0.712
B Kielty,RF,599,1792,257,456,105,6,53,253,246,372,21,6,0.254,0.348,0.408,0.756
C Michaels,2B,1288,4367,508,1142,147,46,53,501,566,406,64,32,0.262,0.349,0.353,0.702
J Ruggiano,CF,483,1340,164,343,72,4,53,163,114,394,40,25,0.256,0.318,0.434,0.752
M Parent,C,474,1303,112,279,50,0,53,168,98,319,3,3,0.214,0.268,0.375,0.643
B McPhee,2B,2135,8291,1678,2250,303,188,53,1067,981,229,568,--,0.271,0.355,0.372,0.727
G Mancuso,C,1460,4505,386,1194,197,16,53,543,418,264,8,--,0.265,0.328,0.351,0.679
M McLemore,2B,1832,6192,943,1602,255,47,53,614,875,983,272,119,0.259,0.349,0.341,0.69
H Larkin,1B,1184,4718,925,1429,259,114,53,836,484,141,129,--,0.303,0.38,0.44,0.82
J Ray,2B,1353,5188,604,1502,294,36,53,594,353,329,80,49,0.29,0.333,0.391,0.724
C Coghlan,LF,801,2580,353,666,149,26,53,234,275,535,47,23,0.258,0.334,0.398,0.732
T Daly,2B,393,5684,1024,1582,262,103,49,811,687,402,385,--,0.278,0.361,0.387,0.748
D Walling,3B,1271,2945,372,799,142,30,49,380,308,316,44,18,0.271,0.339,0.39,0.729
B Kauff,CF,569,3094,521,961,169,57,49,454,367,313,234,33,0.311,0.389,0.45,0.839
P Suder,2B,1421,5085,469,1268,210,44,49,541,288,456,19,28,0.249,0.29,0.337,0.627
D Roberts,3B,709,2017,194,483,77,7,49,208,128,361,27,8,0.239,0.286,0.357,0.643
T Shumpert,2B,854,1969,295,497,109,26,49,223,166,369,85,29,0.252,0.315,0.409,0.724
T Grisham,CF,398,1297,187,288,60,10,49,166,164,383,31,8,0.222,0.317,0.397,0.714
R Arozarena,LF,339,1209,189,326,77,6,49,174,111,354,58,23,0.27,0.345,0.465,0.81
J Spivey,2B,457,1553,258,419,90,12,48,201,175,373,32,15,0.27,0.354,0.436,0.79
S Wise,SS,1175,4715,834,1281,221,112,48,672,389,643,203,--,0.272,0.332,0.397,0.729
H Hendrick,1B,921,2910,434,896,157,46,48,413,239,243,75,0,0.308,0.364,0.443,0.807
Y Tom?s,RF,309,1108,131,295,60,5,48,163,61,299,7,6,0.266,0.306,0.459,0.765
L Johnson,LF,678,2049,244,529,97,14,48,232,110,320,50,24,0.258,0.311,0.389,0.7
B Serena,3B,408,1239,154,311,57,16,48,198,177,235,2,2,0.251,0.348,0.439,0.787
E Riles,SS,919,2504,309,637,92,20,48,284,244,409,20,28,0.254,0.319,0.365,0.684
